,team1,home_away,team2,week,Game_Number,win1?,OT,points_1,points_2,point_differential,combined_points,spread,team1_covered_spread?,over_under,over_under_result?,pass_completions1,pass_attempts1,completion_percentage1,passing_yards1,passing_touchdowns1,interceptions1,times_sacked1,sack_yards_lost1,qbr1,rushing_attempts1,rushing_yards1,rushing_yards_per_attempt1,rushing_touchdowns1,total_yards1,offensive_plays1,yards_per_play_offense1,defensive_plays1,yards_allowed_per_defensive_play1,turnovers_lost1,time_of_possession1,pass_completions2,pass_attempts2,completion_percentage2,passing_yards2,passing_touchdowns2,interceptions2,times_sacked2,sack_yards_lost2,qbr2,rushing_attempts2,rushing_yards2,rushing_yards_per_attempt2,rushing_touchdowns2,total_yards2,turnovers2,penalty_yards1,penalty_yards2,Total_TD1,XPA_1,XPM_1,FGA1,FGM1,Sfty1,Total_TD2,XPA2,XPM2,FGA2,FGM2,Sfty2,game_date_time,time_of_possession2,team2_covered_spread?,offensive_plays2,yards_per_play_offense2,defensive_plays2,yards_allowed_per_defensive_play2,passing_yards_per_attempt1,passing_yards_per_attempt2
228,NOR,Away,SEA,3.0,3.0,1.0,0.0,33.0,27.0,6.0,60.0,5.0,1.0,44.0,1.0,19.0,27.0,70.4,177.0,2.0,0.0,0.0,0.0,112.7,23.0,88.0,3.83,1.0,265.0,50.0,5.3,76.0,6.7632,1.0,0.4741666666666667,32.0,50.0,64.0,406.0,2.0,0.0,0.0,0.0,102.6,26.0,108.0,4.15,2.0,514.0,1.0,70.0,53.0,5.0,4.0,3.0,0.0,0.0,0.0,4.0,3.0,3.0,0.0,0.0,0.0,2019-09-22 04:25:00,0.5258333333333334,0.0,76.0,6.7631578947368425,50.0,5.3,6.555555555555555,8.12
229,NYG,Away,TAM,3.0,3.0,1.0,0.0,32.0,31.0,1.0,63.0,5.0,1.0,48.0,1.0,23.0,36.0,63.9,312.0,2.0,0.0,5.0,24.0,110.0,19.0,72.0,3.79,2.0,384.0,60.0,6.4,73.0,6.8356,2.0,0.44666666666666666,23.0,37.0,62.2,355.0,3.0,1.0,4.0,25.0,109.6,32.0,144.0,4.5,0.0,499.0,1.0,59.0,30.0,4.0,3.0,3.0,1.0,1.0,0.0,3.0,3.0,1.0,5.0,4.0,0.0,2019-09-22 04:05:00,0.5533333333333333,0.0,73.0,6.835616438356165,60.0,6.4,8.666666666666666,9.594594594594595
230,NYJ,Away,NWE,3.0,3.0,-1.0,0.0,14.0,30.0,-16.0,44.0,20.5,1.0,43.0,1.0,12.0,22.0,54.5,69.0,0.0,1.0,5.0,29.0,41.7,20.0,36.0,1.8,0.0,105.0,47.0,2.234,73.0,5.2192,1.0,0.4127777777777778,30.0,45.0,66.7,313.0,2.0,1.0,1.0,7.0,92.2,27.0,68.0,2.52,2.0,381.0,2.0,67.0,70.0,2.0,2.0,2.0,0.0,0.0,0.0,4.0,4.0,3.0,1.0,1.0,0.0,2019-09-22 01:00:00,0.5872222222222222,0.0,73.0,5.219178082191781,47.0,2.234042553191489,3.1363636363636362,6.955555555555556
231,PIT,Away,SFO,3.0,3.0,-1.0,0.0,20.0,24.0,-4.0,44.0,6.0,1.0,44.5,-1.0,14.0,27.0,51.9,160.0,2.0,1.0,2.0,14.0,79.2,22.0,79.0,3.59,0.0,239.0,51.0,4.6863,73.0,5.9726,2.0,0.3952777777777778,23.0,32.0,71.9,268.0,1.0,2.0,1.0,9.0,81.2,40.0,168.0,4.2,2.0,436.0,5.0,42.0,71.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,3.0,3.0,1.0,1.0,0.0,2019-09-22 04:25:00,0.6047222222222222,0.0,73.0,5.972602739726027,51.0,4.686274509803922,5.925925925925926,8.375
232,OAK,Away,MIN,3.0,3.0,-1.0,0.0,14.0,34.0,-20.0,48.0,8.5,0.0,43.0,1.0,27.0,34.0,79.4,214.0,2.0,1.0,4.0,28.0,100.2,20.0,88.0,4.4,0.0,302.0,58.0,5.2069,59.0,6.5254,1.0,0.47444444444444445,15.0,21.0,71.4,174.0,1.0,0.0,0.0,0.0,112.0,38.0,211.0,5.55,3.0,385.0,0.0,84.0,59.0,2.0,2.0,2.0,1.0,0.0,0.0,4.0,4.0,4.0,2.0,2.0,0.0,2019-09-22 01:00:00,0.5255555555555556,1.0,59.0,6.52542372881356,58.0,5.206896551724138,6.294117647058823,8.285714285714286
233,BAL,Away,KAN,3.0,3.0,-1.0,0.0,28.0,33.0,-5.0,61.0,4.5,0.0,52.0,1.0,22.0,43.0,51.2,249.0,0.0,0.0,3.0,18.0,68.8,32.0,203.0,6.34,4.0,452.0,78.0,5.7949,63.0,7.9841,0.0,0.5455555555555556,27.0,37.0,73.0,363.0,3.0,0.0,1.0,11.0,130.8,25.0,140.0,5.6,1.0,503.0,0.0,60.0,31.0,4.0,1.0,1.0,1.0,1.0,0.0,4.0,4.0,3.0,2.0,2.0,0.0,2019-09-22 01:00:00,0.45444444444444443,1.0,63.0,7.984126984126984,78.0,5.794871794871795,5.790697674418604,9.81081081081081
234,JAX,Home,TEN,3.0,3.0,1.0,0.0,20.0,7.0,13.0,27.0,1.5,1.0,38.0,-1.0,20.0,30.0,66.7,204.0,2.0,0.0,0.0,0.0,108.2,20.0,88.0,4.4,0.0,292.0,50.0,5.84,75.0,4.5333,0.0,0.41222222222222227,23.0,40.0,57.5,249.0,0.0,0.0,9.0,55.0,75.9,26.0,91.0,3.5,1.0,340.0,1.0,30.0,101.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2019-09-19 08:20:00,0.5877777777777777,0.0,75.0,4.533333333333333,50.0,5.84,6.8,6.225
235,NYJ,Home,CLE,2.0,2.0,-1.0,0.0,3.0,23.0,-20.0,26.0,6.5,0.0,45.5,-1.0,23.0,31.0,74.2,169.0,0.0,0.0,4.0,32.0,86.6,24.0,93.0,3.88,0.0,262.0,59.0,4.4407,59.0,6.3559,1.0,0.5052777777777778,19.0,35.0,54.3,305.0,1.0,1.0,3.0,20.0,81.2,21.0,70.0,3.33,1.0,375.0,1.0,89.0,85.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,3.0,3.0,0.0,2019-09-16 08:15:00,0.4947222222222222,1.0,59.0,6.3559322033898304,59.0,4.440677966101695,5.451612903225806,8.714285714285714
236,ATL,Home,PHI,2.0,2.0,1.0,0.0,24.0,20.0,4.0,44.0,1.0,1.0,53.0,-1.0,27.0,43.0,62.8,310.0,3.0,3.0,1.0,10.0,78.6,17.0,57.0,3.35,0.0,367.0,61.0,6.0164,72.0,3.9722,3.0,0.45166666666666666,28.0,48.0,58.3,237.0,1.0,2.0,3.0,18.0,60.9,21.0,49.0,2.33,1.0,286.0,3.0,58.0,60.0,3.0,3.0,3.0,2.0,1.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,2019-09-15 08:20:00,0.5483333333333333,0.0,72.0,3.9722222222222223,61.0,6.016393442622951,7.209302325581396,4.9375
237,IND,Away,TEN,2.0,2.0,1.0,0.0,19.0,17.0,2.0,36.0,3.0,1.0,43.5,-1.0,17.0,28.0,60.7,121.0,3.0,1.0,3.0,25.0,91.5,34.0,167.0,4.91,0.0,288.0,65.0,4.4308,56.0,4.3393,2.0,0.5316666666666667,19.0,28.0,67.9,119.0,1.0,0.0,4.0,35.0,88.2,24.0,124.0,5.17,1.0,243.0,0.0,65.0,75.0,3.0,3.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,2019-09-15 01:00:00,0.46833333333333327,0.0,56.0,4.339285714285714,65.0,4.430769230769231,4.321428571428571,4.25
238,ARI,Away,BAL,2.0,2.0,-1.0,0.0,17.0,23.0,-6.0,40.0,13.0,1.0,46.0,-1.0,25.0,40.0,62.5,329.0,0.0,0.0,3.0,20.0,88.4,11.0,20.0,1.82,1.0,349.0,54.0,6.463,72.0,6.1111,0.0,0.37277777777777776,24.0,37.0,64.9,258.0,2.0,0.0,2.0,14.0,103.2,33.0,182.0,5.52,0.0,440.0,0.0,70.0,62.0,1.0,0.0,0.0,3.0,3.0,0.0,2.0,2.0,2.0,3.0,3.0,0.0,2019-09-15 01:00:00,0.6272222222222222,0.0,72.0,6.111111111111111,54.0,6.462962962962963,8.225,6.972972972972973
239,DEN,Home,CHI,2.0,2.0,-1.0,0.0,14.0,16.0,-2.0,30.0,3.0,1.0,41.0,-1.0,35.0,50.0,70.0,282.0,1.0,1.0,2.0,10.0,82.2,24.0,90.0,3.75,0.0,372.0,76.0,4.8947,56.0,4.875,1.0,0.5497222222222222,16.0,27.0,59.3,120.0,0.0,0.0,0.0,0.0,70.0,29.0,153.0,5.28,1.0,273.0,0.0,81.0,65.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,3.0,3.0,0.0,2019-09-15 04:25:00,0.4502777777777778,0.0,56.0,4.875,76.0,4.894736842105263,5.64,4.444444444444445
240,DET,Home,LAC,2.0,2.0,1.0,0.0,13.0,10.0,3.0,23.0,1.0,1.0,47.0,-1.0,22.0,30.0,73.3,245.0,2.0,2.0,0.0,0.0,91.7,28.0,94.0,3.36,0.0,339.0,58.0,5.8448,62.0,6.8387,2.0,0.47805555555555557,21.0,36.0,58.3,287.0,0.0,1.0,1.0,6.0,72.3,25.0,137.0,5.48,1.0,424.0,2.0,71.0,70.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,0.0,2019-09-15 01:00:00,0.5219444444444444,0.0,62.0,6.838709677419355,58.0,5.844827586206897,8.166666666666666,7.972222222222222
241,JAX,Away,HOU,2.0,2.0,-1.0,0.0,12.0,13.0,-1.0,25.0,7.5,1.0,43.0,-1.0,23.0,33.0,69.7,178.0,1.0,0.0,4.0,35.0,92.7,21.0,103.0,4.9,0.0,281.0,58.0,4.8448,63.0,4.1746,1.0,0.5002777777777778,16.0,29.0,55.2,137.0,0.0,0.0,4.0,22.0,67.7,30.0,126.0,4.2,1.0,263.0,0.0,70.0,47.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,2019-09-15 01:00:00,0.4997222222222222,0.0,63.0,4.174603174603175,58.0,4.844827586206897,5.393939393939394,4.724137931034483
242,MIA,Home,NWE,2.0,2.0,-1.0,0.0,0.0,43.0,-43.0,43.0,18.0,0.0,48.5,-1.0,18.0,39.0,46.2,142.0,0.0,4.0,7.0,44.0,16.1,15.0,42.0,2.8,0.0,184.0,61.0,3.0164,65.0,5.8308,4.0,0.3916666666666667,20.0,28.0,71.4,255.0,2.0,0.0,2.0,9.0,123.4,35.0,124.0,3.54,2.0,379.0,1.0,22.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,4.0,2.0,1.0,0.0,2019-09-15 01:00:00,0.6083333333333333,1.0,65.0,5.8307692307692305,61.0,3.0163934426229506,3.641025641025641,9.107142857142858
243,MIN,Away,GNB,2.0,2.0,-1.0,0.0,16.0,21.0,-5.0,37.0,3.0,0.0,43.0,-1.0,14.0,32.0,43.8,223.0,1.0,2.0,1.0,7.0,52.0,27.0,198.0,7.33,1.0,421.0,60.0,7.0167,69.0,4.8551,4.0,0.4316666666666667,22.0,34.0,64.7,191.0,2.0,0.0,2.0,18.0,99.0,33.0,144.0,4.36,1.0,335.0,2.0,100.0,35.0,2.0,2.0,1.0,2.0,1.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,2019-09-15 01:00:00,0.5683333333333334,1.0,69.0,4.855072463768116,60.0,7.016666666666667,6.96875,5.617647058823529
244,NOR,Away,LAR,2.0,2.0,-1.0,0.0,9.0,27.0,-18.0,36.0,2.0,0.0,52.5,-1.0,20.0,35.0,57.1,187.0,0.0,1.0,2.0,16.0,60.1,20.0,57.0,2.85,0.0,244.0,57.0,4.2807,61.0,6.2295,1.0,0.49416666666666664,19.0,28.0,67.9,265.0,1.0,0.0,3.0,18.0,110.0,30.0,115.0,3.83,2.0,380.0,1.0,87.0,65.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,3.0,2.0,2.0,0.0,2019-09-15 04:25:00,0.5058333333333334,1.0,61.0,6.229508196721311,57.0,4.280701754385965,5.3428571428571425,9.464285714285714
245,NYG,Home,BUF,2.0,2.0,-1.0,0.0,14.0,28.0,-14.0,42.0,1.0,0.0,44.5,-1.0,26.0,45.0,57.8,241.0,1.0,2.0,1.0,9.0,61.4,20.0,129.0,6.45,1.0,370.0,66.0,5.6061,67.0,5.791,2.0,0.45611111111111113,19.0,30.0,63.3,237.0,1.0,0.0,3.0,16.0,98.9,34.0,151.0,4.44,3.0,388.0,0.0,40.0,65.0,2.0,2.0,2.0,1.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,2019-09-15 01:00:00,0.5438888888888889,1.0,67.0,5.791044776119403,66.0,5.606060606060606,5.355555555555555,7.9
246,OAK,Home,KAN,2.0,2.0,-1.0,0.0,10.0,28.0,-18.0,38.0,7.0,0.0,53.5,-1.0,23.0,38.0,60.5,178.0,1.0,2.0,3.0,20.0,58.9,19.0,129.0,6.79,0.0,307.0,60.0,5.1167,68.0,6.8676,2.0,0.45694444444444443,30.0,44.0,68.2,436.0,4.0,0.0,2.0,7.0,130.5,22.0,31.0,1.41,0.0,467.0,1.0,52.0,114.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,2019-09-15 04:05:00,0.5430555555555556,1.0,68.0,6.867647058823529,60.0,5.116666666666666,4.684210526315789,9.909090909090908
247,SEA,Away,PIT,2.0,2.0,1.0,0.0,28.0,26.0,2.0,54.0,4.0,1.0,47.0,1.0,29.0,35.0,82.9,274.0,3.0,0.0,4.0,26.0,127.9,33.0,151.0,4.58,1.0,425.0,72.0,5.9028,51.0,5.1176,2.0,0.5961111111111111,20.0,34.0,58.8,180.0,2.0,1.0,1.0,7.0,80.5,16.0,81.0,5.06,1.0,261.0,1.0,93.0,78.0,4.0,4.0,4.0,1.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,0.0,2019-09-15 01:00:00,0.40388888888888885,0.0,51.0,5.117647058823529,72.0,5.902777777777778,7.828571428571428,5.294117647058823
248,SFO,Away,CIN,2.0,2.0,1.0,0.0,41.0,17.0,24.0,58.0,1.0,1.0,46.0,1.0,18.0,26.0,69.2,312.0,3.0,1.0,0.0,0.0,132.2,42.0,259.0,6.17,2.0,571.0,68.0,8.3971,65.0,4.8615,1.0,0.5386111111111112,26.0,42.0,61.9,291.0,2.0,1.0,4.0,20.0,88.5,19.0,25.0,1.32,0.0,316.0,1.0,75.0,60.0,5.0,5.0,5.0,3.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,2019-09-15 01:00:00,0.46138888888888885,0.0,65.0,4.861538461538461,68.0,8.397058823529411,12.0,6.928571428571429
249,WAS,Home,DAL,2.0,2.0,-1.0,0.0,21.0,31.0,-10.0,52.0,6.0,0.0,46.5,1.0,26.0,37.0,70.3,208.0,2.0,0.0,1.0,13.0,102.1,17.0,47.0,2.76,1.0,255.0,55.0,4.6364,65.0,7.2923,0.0,0.4438888888888889,26.0,30.0,86.7,261.0,3.0,1.0,1.0,8.0,122.4,34.0,213.0,6.26,1.0,474.0,1.0,44.0,67.0,3.0,3.0,3.0,0.0,0.0,0.0,4.0,4.0,4.0,1.0,1.0,0.0,2019-09-15 01:00:00,0.5561111111111111,1.0,65.0,7.292307692307692,55.0,4.636363636363637,5.621621621621622,8.7
250,TAM,Away,CAR,2.0,2.0,1.0,0.0,20.0,14.0,6.0,34.0,6.5,1.0,48.0,-1.0,16.0,25.0,64.0,189.0,1.0,0.0,3.0,19.0,100.2,31.0,100.0,3.23,1.0,289.0,59.0,4.8983,73.0,4.8219,0.0,0.5647222222222222,25.0,51.0,49.0,313.0,0.0,0.0,3.0,20.0,68.5,19.0,39.0,2.05,0.0,352.0,1.0,66.0,50.0,2.0,2.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,2019-09-12 08:20:00,0.43527777777777776,0.0,73.0,4.821917808219178,59.0,4.898305084745763,7.56,6.137254901960785
251,HOU,Away,NOR,1.0,1.0,-1.0,0.0,28.0,30.0,-2.0,58.0,6.5,1.0,52.0,1.0,20.0,30.0,66.7,234.0,3.0,1.0,6.0,34.0,109.6,23.0,180.0,7.83,1.0,414.0,59.0,7.0169,65.0,7.8462,1.0,0.4963888888888889,32.0,43.0,74.4,362.0,2.0,1.0,1.0,8.0,105.0,21.0,148.0,7.05,1.0,510.0,1.0,69.0,48.0,4.0,4.0,4.0,0.0,0.0,0.0,3.0,3.0,3.0,4.0,3.0,0.0,2019-09-09 07:10:00,0.5036111111111111,0.0,65.0,7.846153846153846,59.0,7.016949152542373,7.8,8.418604651162791
252,OAK,Home,DEN,1.0,1.0,1.0,0.0,24.0,16.0,8.0,40.0,3.0,1.0,42.5,-1.0,22.0,26.0,84.6,259.0,1.0,0.0,0.0,0.0,121.0,28.0,98.0,3.5,2.0,357.0,54.0,6.6111,57.0,6.0351,0.0,0.5458333333333333,21.0,31.0,67.7,249.0,1.0,0.0,3.0,19.0,102.8,23.0,95.0,4.13,0.0,344.0,0.0,62.0,44.0,3.0,3.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,4.0,3.0,0.0,2019-09-09 10:20:00,0.4541666666666667,0.0,57.0,6.035087719298246,54.0,6.611111111111111,9.961538461538462,8.03225806451613
253,ATL,Away,MIN,1.0,1.0,-1.0,0.0,12.0,28.0,-16.0,40.0,3.5,0.0,47.0,-1.0,33.0,46.0,71.7,272.0,2.0,2.0,4.0,32.0,82.9,17.0,73.0,4.29,0.0,345.0,67.0,5.1493,49.0,5.4898,3.0,0.5036111111111111,8.0,10.0,80.0,97.0,1.0,0.0,1.0,1.0,140.4,38.0,172.0,4.53,3.0,269.0,0.0,78.0,100.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,2019-09-08 01:00:00,0.4963888888888889,1.0,49.0,5.489795918367347,67.0,5.149253731343284,5.913043478260869,9.7
254,BUF,Away,NYJ,1.0,1.0,1.0,0.0,17.0,16.0,1.0,33.0,2.5,1.0,41.0,-1.0,24.0,37.0,64.9,242.0,1.0,2.0,1.0,12.0,69.9,25.0,128.0,5.12,1.0,370.0,63.0,5.873,66.0,3.3788,4.0,0.4663888888888889,28.0,41.0,68.3,155.0,1.0,0.0,4.0,20.0,82.9,21.0,68.0,3.24,0.0,223.0,1.0,55.0,67.0,2.0,2.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,2019-09-08 01:00:00,0.533611111111111,0.0,66.0,3.378787878787879,63.0,5.873015873015873,6.54054054054054,3.7804878048780486
255,CAR,Home,LAR,1.0,1.0,-1.0,0.0,27.0,30.0,-3.0,57.0,1.5,0.0,49.5,1.0,25.0,38.0,65.8,216.0,0.0,1.0,3.0,23.0,69.6,23.0,127.0,5.52,3.0,343.0,64.0,5.3594,72.0,4.8472,3.0,0.4455555555555556,23.0,39.0,59.0,183.0,1.0,1.0,1.0,3.0,68.6,32.0,166.0,5.19,2.0,349.0,1.0,46.0,43.0,3.0,3.0,3.0,3.0,2.0,0.0,3.0,3.0,3.0,4.0,3.0,0.0,2019-09-08 01:00:00,0.5544444444444444,1.0,72.0,4.847222222222222,64.0,5.359375,5.684210526315789,4.6923076923076925
256,CIN,Away,SEA,1.0,1.0,-1.0,0.0,20.0,21.0,-1.0,41.0,9.5,1.0,44.0,-1.0,35.0,51.0,68.6,395.0,2.0,0.0,5.0,23.0,104.6,14.0,34.0,2.43,0.0,429.0,70.0,6.1286,49.0,4.7347,3.0,0.5972222222222222,14.0,20.0,70.0,160.0,2.0,0.0,4.0,35.0,127.1,25.0,72.0,2.88,1.0,232.0,1.0,57.0,55.0,2.0,2.0,2.0,3.0,2.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,2019-09-08 04:05:00,0.4027777777777778,0.0,49.0,4.73469387755102,70.0,6.128571428571429,7.745098039215686,8.0
257,IND,Away,LAC,1.0,1.0,-1.0,1.0,24.0,30.0,-6.0,54.0,6.0,0.0,44.5,1.0,21.0,27.0,77.8,173.0,2.0,0.0,2.0,17.0,118.1,33.0,203.0,6.15,1.0,376.0,62.0,6.0645,59.0,7.3729,0.0,0.5358333333333333,25.0,34.0,73.5,310.0,3.0,1.0,4.0,23.0,118.5,21.0,125.0,5.95,1.0,435.0,2.0,10.0,20.0,3.0,2.0,1.0,3.0,1.0,0.0,4.0,3.0,3.0,1.0,1.0,0.0,2019-09-08 04:05:00,0.4641666666666667,1.0,59.0,7.372881355932203,62.0,6.064516129032258,6.407407407407407,9.117647058823529
258,ARI,Home,DET,1.0,1.0,0.0,1.0,27.0,27.0,0.0,54.0,2.5,1.0,45.5,1.0,29.0,54.0,53.7,275.0,2.0,1.0,5.0,33.0,72.7,23.0,112.0,4.87,0.0,387.0,82.0,4.7195,80.0,5.9625,1.0,0.5102777777777778,27.0,45.0,60.0,361.0,3.0,0.0,3.0,24.0,107.7,32.0,116.0,3.63,0.0,477.0,2.0,35.0,59.0,2.0,1.0,1.0,4.0,4.0,0.0,3.0,3.0,3.0,2.0,2.0,0.0,2019-09-08 04:25:00,0.48972222222222217,0.0,80.0,5.9625,82.0,4.719512195121951,5.092592592592593,8.022222222222222
259,JAX,Home,KAN,1.0,1.0,-1.0,0.0,26.0,40.0,-14.0,66.0,3.5,0.0,49.0,1.0,27.0,33.0,81.8,347.0,3.0,1.0,1.0,3.0,128.2,16.0,81.0,5.06,0.0,428.0,50.0,8.56,60.0,8.1833,2.0,0.4791666666666667,25.0,34.0,73.5,378.0,3.0,0.0,0.0,0.0,139.1,26.0,113.0,4.35,1.0,491.0,0.0,71.0,55.0,3.0,2.0,2.0,2.0,2.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,2019-09-08 01:00:00,0.5208333333333333,1.0,60.0,8.183333333333334,50.0,8.56,10.515151515151516,11.117647058823529
260,MIA,Home,BAL,1.0,1.0,-1.0,0.0,10.0,59.0,-49.0,69.0,7.0,0.0,41.0,1.0,15.0,32.0,46.9,179.0,1.0,2.0,3.0,11.0,48.8,12.0,21.0,1.75,0.0,200.0,47.0,4.2553,73.0,8.8082,3.0,0.3313888888888889,23.0,26.0,88.5,378.0,6.0,0.0,1.0,1.0,158.3,46.0,265.0,5.76,2.0,643.0,0.0,64.0,40.0,1.0,1.0,1.0,1.0,1.0,0.0,8.0,8.0,8.0,1.0,1.0,0.0,2019-09-08 01:00:00,0.668611111111111,1.0,73.0,8.808219178082192,47.0,4.25531914893617,5.59375,14.538461538461538
261,NYG,Away,DAL,1.0,1.0,-1.0,0.0,17.0,35.0,-18.0,52.0,7.0,0.0,44.0,1.0,33.0,48.0,68.8,319.0,1.0,0.0,1.0,4.0,94.0,17.0,151.0,8.88,1.0,470.0,66.0,7.1212,62.0,7.9677,2.0,0.46166666666666667,25.0,32.0,78.1,405.0,4.0,0.0,0.0,0.0,158.3,30.0,89.0,2.97,1.0,494.0,0.0,70.0,47.0,2.0,2.0,2.0,1.0,1.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,2019-09-08 04:25:00,0.5383333333333333,1.0,62.0,7.967741935483871,66.0,7.121212121212121,6.645833333333333,12.65625
262,TEN,Away,CLE,1.0,1.0,1.0,0.0,43.0,13.0,30.0,56.0,5.5,1.0,44.0,1.0,14.0,24.0,58.3,216.0,3.0,0.0,4.0,32.0,127.8,28.0,123.0,4.39,1.0,339.0,56.0,6.0536,63.0,5.4921,0.0,0.48833333333333334,25.0,38.0,65.8,244.0,1.0,3.0,5.0,41.0,59.5,20.0,102.0,5.1,1.0,346.0,3.0,54.0,182.0,5.0,5.0,5.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,2019-09-08 01:00:00,0.5116666666666667,0.0,63.0,5.492063492063492,56.0,6.053571428571429,9.0,6.421052631578948
263,PIT,Away,NWE,1.0,1.0,-1.0,0.0,3.0,33.0,-30.0,36.0,5.5,0.0,49.0,-1.0,27.0,47.0,57.4,276.0,0.0,1.0,1.0,0.0,65.6,13.0,32.0,2.46,0.0,308.0,61.0,5.0492,67.0,6.9403,1.0,0.4575,25.0,37.0,67.6,366.0,3.0,0.0,1.0,7.0,126.6,29.0,99.0,3.41,0.0,465.0,0.0,54.0,55.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,3.0,3.0,4.0,4.0,0.0,2019-09-08 08:20:00,0.5425,1.0,67.0,6.940298507462686,61.0,5.049180327868853,5.872340425531915,9.891891891891891
264,SFO,Away,TAM,1.0,1.0,1.0,0.0,31.0,17.0,14.0,48.0,1.0,1.0,51.0,-1.0,18.0,27.0,66.7,158.0,1.0,1.0,1.0,8.0,78.9,32.0,98.0,3.06,0.0,256.0,60.0,4.2667,65.0,4.5385,2.0,0.5011111111111111,20.0,36.0,55.6,174.0,1.0,3.0,3.0,20.0,43.1,26.0,121.0,4.65,0.0,295.0,4.0,87.0,87.0,3.0,2.0,2.0,4.0,3.0,0.0,2.0,2.0,2.0,1.0,1.0,0.0,2019-09-08 04:25:00,0.49888888888888894,0.0,65.0,4.538461538461538,60.0,4.266666666666667,5.851851851851852,4.833333333333333
265,WAS,Away,PHI,1.0,1.0,-1.0,0.0,27.0,32.0,-5.0,59.0,10.5,1.0,44.0,1.0,30.0,44.0,68.2,370.0,3.0,0.0,1.0,10.0,116.7,13.0,28.0,2.15,0.0,398.0,58.0,6.8621,71.0,6.1408,0.0,0.42583333333333334,28.0,39.0,71.8,313.0,3.0,0.0,1.0,0.0,121.0,31.0,123.0,3.97,1.0,436.0,0.0,96.0,55.0,3.0,3.0,3.0,2.0,2.0,0.0,4.0,3.0,3.0,1.0,1.0,0.0,2019-09-08 01:00:00,0.5741666666666667,0.0,71.0,6.140845070422535,58.0,6.862068965517241,8.409090909090908,8.025641025641026
266,GNB,Away,CHI,1.0,1.0,1.0,0.0,10.0,3.0,7.0,13.0,3.5,1.0,47.0,-1.0,18.0,30.0,60.0,166.0,1.0,0.0,5.0,37.0,86.2,22.0,47.0,2.14,0.0,213.0,57.0,3.7368,65.0,3.9077,0.0,0.5175000000000001,26.0,45.0,57.8,208.0,0.0,1.0,5.0,20.0,60.2,15.0,46.0,3.07,0.0,254.0,1.0,71.0,107.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2019-09-05 08:20:00,0.48249999999999993,0.0,65.0,3.9076923076923076,57.0,3.736842105263158,5.533333333333333,4.622222222222222
